Sex,Year,age,mx,qx,lx,dx,ex
female,2016,10,0.000062,0.000062,99554.2,6.2,73.51
female,2016,11,0.000074,0.000074,99548.0,7.4,72.51
female,2016,12,0.000066,0.000066,99540.6,6.6,71.52
female,2016,13,0.000074,0.000074,99534.0,7.4,70.52
female,2016,14,0.000090,0.000090,99526.7,9.0,69.53
female,2016,15,0.000107,0.000107,99517.7,10.6,68.53
female,2016,16,0.000146,0.000146,99507.0,14.5,67.54
female,2016,17,0.000151,0.000151,99492.5,15.0,66.55
female,2016,18,0.000204,0.000204,99477.5,20.3,65.56
female,2016,19,0.000184,0.000184,99457.2,18.3,64.57
female,2016,20,0.000186,0.000186,99439.0,18.5,63.59
female,2016,21,0.000206,0.000206,99420.5,20.5,62.60
female,2016,22,0.000194,0.000194,99400.0,19.3,61.61
female,2016,23,0.000185,0.000185,99380.7,18.3,60.62
female,2016,24,0.000202,0.000202,99362.4,20.1,59.63
female,2016,25,0.000247,0.000247,99342.3,24.5,58.65
female,2016,26,0.000244,0.000244,99317.7,24.2,57.66
female,2016,27,0.000262,0.000262,99293.5,26.1,56.67
female,2016,28,0.000306,0.000306,99267.5,30.3,55.69
female,2016,29,0.000295,0.000295,99237.1,29.2,54.71
female,2016,30,0.000352,0.000352,99207.9,34.9,53.72
female,2016,31,0.000356,0.000356,99173.0,35.3,52.74
female,2016,32,0.000449,0.000449,99137.7,44.5,51.76
female,2016,33,0.000453,0.000453,99093.2,44.9,50.78
female,2016,34,0.000509,0.000509,99048.3,50.4,49.80
female,2016,35,0.000540,0.000540,98998.0,53.5,48.83
female,2016,36,0.000591,0.000591,98944.5,58.5,47.86
female,2016,37,0.000699,0.000699,98886.1,69.1,46.88
female,2016,38,0.000685,0.000685,98817.0,67.7,45.92
female,2016,39,0.000756,0.000756,98749.3,74.6,44.95
female,2016,40,0.000799,0.000799,98674.7,78.8,43.98
female,2016,41,0.000913,0.000912,98595.8,90.0,43.02
female,2016,42,0.000998,0.000998,98505.9,98.3,42.05
female,2016,43,0.001105,0.001105,98407.6,108.7,41.10
female,2016,44,0.001258,0.001257,98298.9,123.5,40.14
female,2016,45,0.001357,0.001356,98175.4,133.2,39.19
female,2016,46,0.001461,0.001460,98042.2,143.2,38.24
female,2016,47,0.001628,0.001627,97899.1,159.3,37.30
female,2016,48,0.001744,0.001743,97739.8,170.3,36.36
female,2016,49,0.001875,0.001873,97569.5,182.7,35.42
female,2016,50,0.002030,0.002028,97386.7,197.5,34.49
female,2016,51,0.002269,0.002266,97189.3,220.2,33.56
female,2016,52,0.002474,0.002471,96969.0,239.6,32.63
female,2016,53,0.002650,0.002647,96729.4,256.0,31.71
female,2016,54,0.002816,0.002812,96473.4,271.3,30.79
female,2016,55,0.003158,0.003153,96202.1,303.3,29.88
female,2016,56,0.003480,0.003474,95898.8,333.2,28.97
female,2016,57,0.003773,0.003766,95565.6,359.9,28.07
female,2016,58,0.004191,0.004182,95205.7,398.2,27.17
female,2016,59,0.004558,0.004548,94807.5,431.2,26.29
female,2016,60,0.004951,0.004939,94376.3,466.1,25.40
female,2016,61,0.005477,0.005463,93910.2,513.0,24.53
female,2016,62,0.006189,0.006170,93397.2,576.3,23.66
female,2016,63,0.006634,0.006612,92821.0,613.7,22.80
female,2016,64,0.007179,0.007154,92207.3,659.6,21.95
female,2016,65,0.007800,0.007770,91547.6,711.3,21.11
female,2016,66,0.008663,0.008626,90836.4,783.5,20.27
female,2016,67,0.009294,0.009251,90052.8,833.0,19.44
female,2016,68,0.010198,0.010146,89219.8,905.2,18.62
female,2016,69,0.011097,0.011036,88314.5,974.6,17.80
female,2016,70,0.012213,0.012139,87339.9,1060.2,17.00
female,2016,71,0.013499,0.013409,86279.7,1156.9,16.20
female,2016,72,0.015687,0.015565,85122.8,1324.9,15.41
female,2016,73,0.017250,0.017103,83797.9,1433.2,14.65
female,2016,74,0.018961,0.018783,82364.7,1547.1,13.89
female,2016,75,0.021740,0.021507,80817.6,1738.1,13.15
female,2016,76,0.024673,0.024373,79079.5,1927.4,12.43
female,2016,77,0.027436,0.027065,77152.1,2088.1,11.73
female,2016,78,0.030942,0.030471,75064.0,2287.2,11.04
female,2016,79,0.034268,0.033691,72776.7,2451.9,10.37
female,2016,80,0.038851,0.038110,70324.8,2680.1,9.71
female,2016,81,0.044198,0.043242,67644.7,2925.1,9.08
female,2016,82,0.050463,0.049221,64719.6,3185.6,8.47
female,2016,83,0.058640,0.056969,61534.0,3505.6,7.88
female,2016,84,0.066236,0.064113,58028.5,3720.4,7.33
female,2016,85,0.076149,0.073356,54308.1,3983.8,6.79
female,2016,86,0.087391,0.083733,50324.3,4213.8,6.29
female,2016,87,0.100180,0.095401,46110.5,4399.0,5.82
female,2016,88,0.114626,0.108412,41711.5,4522.0,5.38
female,2016,89,0.129393,0.121530,37189.5,4519.7,4.97
female,2016,90,0.144887,0.135100,32669.8,4413.7,4.59
female,2016,91,0.164667,0.152141,28256.1,4298.9,4.23
female,2016,92,0.185708,0.169929,23957.2,4071.0,3.90
female,2016,93,0.207802,0.188243,19886.2,3743.4,3.60
female,2016,94,0.231803,0.207727,16142.7,3353.3,3.32
female,2016,95,0.262712,0.232210,12789.5,2969.8,3.06
female,2016,96,0.287550,0.251404,9819.6,2468.7,2.83
female,2016,97,0.319763,0.275686,7350.9,2026.5,2.62
female,2016,98,0.349066,0.297195,5324.4,1582.4,2.42
female,2016,99,0.390590,0.326773,3742.0,1222.8,2.23
female,2016,100,0.424810,0.350386,2519.2,882.7,2.07
