ladcode23,laname23,country,sex,age,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,population_2020,population_2021,population_2022
K02000001,UNITED KINGDOM,Country,M,0,"409,580","415,251","404,832","396,857","395,937","398,858","387,819","377,980","369,114","358,223","345,998","355,524"
K02000001,UNITED KINGDOM,Country,M,1,"403,912","412,171","416,795","406,712","398,573","397,449","399,389","387,378","377,846","369,546","359,627","353,656"
K02000001,UNITED KINGDOM,Country,M,2,"399,930","405,731","413,664","417,838","407,695","399,347","396,828","398,533","386,358","375,683","368,813","366,530"
K02000001,UNITED KINGDOM,Country,M,3,"404,523","401,481","407,022","415,058","418,602","408,138","398,528","395,491","398,030","384,611","373,871","375,590"
K02000001,UNITED KINGDOM,Country,M,4,"391,667","405,728","402,916","408,520","416,433","419,081","407,643","397,526","394,832","396,797","383,539","379,946"
K02000001,UNITED KINGDOM,Country,M,5,"383,111","392,512","406,932","404,697","410,179","417,838","419,012","407,276","396,989","393,575","396,235","389,491"
K02000001,UNITED KINGDOM,Country,M,6,"368,248","383,872","393,456","408,425","406,432","411,621","418,462","418,668","407,304","396,161","393,193","402,328"
K02000001,UNITED KINGDOM,Country,M,7,"361,924","370,394","384,631","394,499","409,933","407,952","412,327","418,811","418,789","406,829","395,949","399,094"
K02000001,UNITED KINGDOM,Country,M,8,"351,669","364,273","372,408","385,467","395,509","411,077","408,727","412,663","419,483","418,212","406,750","401,602"
K02000001,UNITED KINGDOM,Country,M,9,"345,654","354,227","366,935","374,909","386,561","396,622","411,957","409,604","413,554","419,566","418,132","412,248"
K02000001,UNITED KINGDOM,Country,M,10,"354,100","347,408","356,700","369,689","377,213","387,445","397,187","412,617","410,781","413,870","420,377","423,339"
K02000001,UNITED KINGDOM,Country,M,11,"365,394","354,827","349,504","359,527","372,592","379,727","388,209","397,849","413,990","411,475","414,894","425,205"
K02000001,UNITED KINGDOM,Country,M,12,"376,524","365,750","355,692","351,702","362,401","375,563","382,037","388,975","398,910","414,609","412,660","419,538"
K02000001,UNITED KINGDOM,Country,M,13,"381,599","376,827","366,475","356,964","354,247","365,510","378,410","384,450","389,984","399,420","415,915","417,190"
K02000001,UNITED KINGDOM,Country,M,14,"392,835","381,502","377,464","367,659","358,750","357,130","368,849","381,721","387,542","391,224","400,955","420,487"
K02000001,UNITED KINGDOM,Country,M,15,"395,133","392,942","381,900","378,834","369,526","361,081","360,239","372,518","385,335","389,639","392,805","405,549"
K02000001,UNITED KINGDOM,Country,M,16,"394,082","394,958","393,582","383,149","380,971","372,087","363,393","363,740","376,296","387,961","392,238","398,562"
K02000001,UNITED KINGDOM,Country,M,17,"408,483","395,350","395,885","395,785","386,021","384,714","375,178","366,962","368,361","380,183","392,006","399,475"
K02000001,UNITED KINGDOM,Country,M,18,"409,760","412,313","399,610","400,794","402,322","393,513","391,206","381,749","374,757","375,911","389,162","402,266"
K02000001,UNITED KINGDOM,Country,M,19,"424,096","416,894","419,726","408,477","409,729","413,364","401,988","400,781","391,666","386,634","388,835","402,751"
K02000001,UNITED KINGDOM,Country,M,20,"442,154","429,597","422,502","426,483","416,498","417,668","419,257","408,113","407,751","397,385","393,217","400,955"
K02000001,UNITED KINGDOM,Country,M,21,"436,928","445,087","433,884","427,187","432,106","422,858","420,294","422,496","411,986","407,972","400,039","402,019"
K02000001,UNITED KINGDOM,Country,M,22,"431,718","438,192","446,360","437,097","431,370","436,037","423,924","420,378","423,780","407,849","408,735","410,453"
K02000001,UNITED KINGDOM,Country,M,23,"436,069","433,022","440,022","449,016","442,730","436,322","436,981","425,066","421,049","420,439","409,506","423,237"
K02000001,UNITED KINGDOM,Country,M,24,"423,165","429,437","427,411","434,500","445,197","438,516","428,725","429,080","417,055","411,157","417,351","423,557"
K02000001,UNITED KINGDOM,Country,M,25,"433,531","417,818","425,910","424,229","432,719","442,260","434,016","423,584","424,686","412,990","410,613","430,444"
K02000001,UNITED KINGDOM,Country,M,26,"435,689","429,892","416,949","426,303","426,044","433,928","440,815","433,367","423,358","423,502","415,586","423,350"
K02000001,UNITED KINGDOM,Country,M,27,"425,126","434,060","429,688","419,254","430,660","430,474","435,736","442,241","436,243","424,658","426,726","426,704"
K02000001,UNITED KINGDOM,Country,M,28,"428,262","423,941","434,234","431,361","423,723","435,862","433,477","438,587","445,803","438,578","428,253","436,397"
K02000001,UNITED KINGDOM,Country,M,29,"428,925","427,458","424,219","435,793","434,785","429,009","439,178","436,882","442,693","447,936","442,194","436,489"
K02000001,UNITED KINGDOM,Country,M,30,"434,468","428,492","427,862","425,598","438,605","438,334","431,985","442,911","441,917","445,283","450,308","449,383"
K02000001,UNITED KINGDOM,Country,M,31,"436,318","434,293","429,130","429,276","428,169","441,869","440,018","435,343","447,914","443,956","448,480","456,682"
K02000001,UNITED KINGDOM,Country,M,32,"420,578","435,852","434,306","429,730","430,811","430,054","442,145","440,918","438,333","449,382","446,106","453,690"
K02000001,UNITED KINGDOM,Country,M,33,"392,479","420,454","436,399","435,022","431,217","432,459","429,985","442,644","442,092","438,958","450,888","450,709"
K02000001,UNITED KINGDOM,Country,M,34,"387,494","392,731","421,334","437,834","436,917","433,210","432,552","430,403","443,425","441,381","440,449","455,033"
K02000001,UNITED KINGDOM,Country,M,35,"393,012","387,988","393,614","422,676","439,774","438,628","433,161","432,653","430,555","441,873","440,678","444,369"
K02000001,UNITED KINGDOM,Country,M,36,"400,161","394,098","388,912","394,821","424,501","441,546","438,457","432,997","432,321","428,687","440,163","444,150"
K02000001,UNITED KINGDOM,Country,M,37,"406,697","401,253","395,073","389,737","395,900","425,686","441,105","437,798","432,300","430,319","426,763","442,891"
K02000001,UNITED KINGDOM,Country,M,38,"425,323","407,521","402,438","396,216","390,749","396,834","425,326","440,559","437,068","430,089","427,706","429,340"
K02000001,UNITED KINGDOM,Country,M,39,"443,860","425,902","408,518","403,689","397,441","391,439","396,278","424,696","439,980","435,080","427,775","429,941"
K02000001,UNITED KINGDOM,Country,M,40,"455,459","444,016","426,690","409,373","404,828","398,074","390,676","395,231","423,830","437,821","432,676","429,308"
K02000001,UNITED KINGDOM,Country,M,41,"445,586","456,189","444,392","427,368","410,276","405,541","397,722","389,748","394,472","421,950","435,660","433,631"
K02000001,UNITED KINGDOM,Country,M,42,"456,783","446,372","457,066","444,952","428,204","411,081","405,560","397,376","388,797","392,734","419,916","436,555"
K02000001,UNITED KINGDOM,Country,M,43,"457,484","457,776","447,468","458,242","445,837","429,033","411,346","405,484","397,248","387,135","390,938","420,463"
K02000001,UNITED KINGDOM,Country,M,44,"466,094","458,119","458,638","448,391","459,250","446,229","428,995","411,183","405,139","395,935","385,412","391,128"
K02000001,UNITED KINGDOM,Country,M,45,"463,686","466,278","458,847","459,580","449,338","460,024","445,954","428,696","411,003","404,010","394,944","385,508"
K02000001,UNITED KINGDOM,Country,M,46,"468,213","463,698","466,473","459,574","460,327","449,839","460,136","445,323","428,178","409,821","403,286","394,934"
K02000001,UNITED KINGDOM,Country,M,47,"464,223","468,241","463,934","466,910","460,363","460,982","450,008","460,111","444,848","426,830","409,083","402,956"
K02000001,UNITED KINGDOM,Country,M,48,"456,079","464,042","468,421","464,166","467,292","460,924","461,162","449,907","459,646","443,362","425,895","408,686"
K02000001,UNITED KINGDOM,Country,M,49,"447,778","455,625","463,776","468,381","464,299","467,159","460,895","461,119","449,531","458,241","442,246","425,223"
K02000001,UNITED KINGDOM,Country,M,50,"433,173","447,173","455,217","463,528","468,291","464,096","466,790","460,679","460,679","448,214","457,398","441,156"
K02000001,UNITED KINGDOM,Country,M,51,"416,388","432,709","446,536","454,869","463,253","467,949","463,517","466,140","460,035","459,146","447,422","456,148"
K02000001,UNITED KINGDOM,Country,M,52,"407,779","415,843","432,093","445,848","454,165","462,675","467,237","462,547","464,840","458,416","458,381","445,934"
K02000001,UNITED KINGDOM,Country,M,53,"399,278","406,849","415,253","431,375","444,995","453,253","461,629","466,091","461,153","462,772","457,412","456,662"
K02000001,UNITED KINGDOM,Country,M,54,"384,708","398,077","405,965","414,635","430,625","443,840","452,029","460,396","464,414","458,885","461,371","455,524"
K02000001,UNITED KINGDOM,Country,M,55,"372,187","383,275","396,919","405,027","413,766","429,432","442,379","450,508","458,306","461,828","457,353","459,355"
K02000001,UNITED KINGDOM,Country,M,56,"358,149","370,550","381,803","395,732","403,809","412,473","427,920","440,547","448,292","455,586","460,096","455,257"
K02000001,UNITED KINGDOM,Country,M,57,"359,232","356,462","368,873","380,237","394,231","402,257","410,986","425,944","438,191","445,264","453,376","457,660"
K02000001,UNITED KINGDOM,Country,M,58,"355,330","357,180","354,565","367,095","378,396","392,354","400,360","409,034","423,516","434,992","443,132","450,790"
K02000001,UNITED KINGDOM,Country,M,59,"344,537","353,049","354,946","352,571","365,128","376,259","390,296","398,136","406,562","420,370","432,367","440,443"
K02000001,UNITED KINGDOM,Country,M,60,"347,508","342,036","350,560","352,575","350,195","362,778","373,711","387,727","395,452","403,425","417,691","429,528"
K02000001,UNITED KINGDOM,Country,M,61,"353,665","344,813","339,363","347,984","349,964","347,607","360,193","370,817","384,902","392,086","400,640","414,478"
K02000001,UNITED KINGDOM,Country,M,62,"363,730","350,511","341,804","336,520","345,089","347,058","344,655","357,114","367,644","381,285","389,076","397,424"
K02000001,UNITED KINGDOM,Country,M,63,"382,951","360,105","347,037","338,726","333,354","341,798","343,804","341,424","353,762","363,871","377,784","385,588"
K02000001,UNITED KINGDOM,Country,M,64,"415,577","378,936","356,271","343,444","335,232","329,817","338,352","340,241","337,843","349,778","360,193","374,114"
K02000001,UNITED KINGDOM,Country,M,65,"321,178","410,796","374,441","352,154","339,344","331,371","325,974","334,335","336,371","333,653","346,008","356,235"
K02000001,UNITED KINGDOM,Country,M,66,"311,199","316,899","405,650","369,891","347,622","335,058","327,159","321,821","330,124","331,780","329,589","341,734"
K02000001,UNITED KINGDOM,Country,M,67,"311,420","306,682","312,267","400,331","364,711","342,846","330,311","322,675","317,345","325,194","327,147","325,207"
K02000001,UNITED KINGDOM,Country,M,68,"289,369","306,622","301,869","307,604","394,414","359,153","337,695","325,211","317,956","312,241","320,247","322,367"
K02000001,UNITED KINGDOM,Country,M,69,"258,169","284,218","301,407","296,805","302,326","387,939","353,162","331,921","319,663","312,293","306,741","315,099"
K02000001,UNITED KINGDOM,Country,M,70,"232,241","253,268","278,898","295,932","291,335","296,617","381,096","346,605","325,936","313,345","306,567","301,313"
K02000001,UNITED KINGDOM,Country,M,71,"240,410","227,038","247,991","273,258","289,868","285,327","290,637","373,517","339,926","319,099","306,852","300,612"
K02000001,UNITED KINGDOM,Country,M,72,"237,351","234,546","221,538","242,322","266,933","283,463","278,929","283,987","365,613","332,142","311,905","300,087"
K02000001,UNITED KINGDOM,Country,M,73,"230,545","231,037","228,194","215,967","236,349","260,197","276,492","272,065","277,260","356,349","324,003","304,593"
K02000001,UNITED KINGDOM,Country,M,74,"217,713","223,871","224,291","221,925","209,629","229,921","252,999","268,846","264,949","269,206","346,715","315,633"
K02000001,UNITED KINGDOM,Country,M,75,"205,743","210,697","216,692","217,491","214,721","202,948","222,784","245,047","261,009","256,330","260,973","336,711"
K02000001,UNITED KINGDOM,Country,M,76,"194,943","198,388","202,975","209,560","209,761","207,409","195,986","215,047","237,086","251,686","247,407","252,412"
K02000001,UNITED KINGDOM,Country,M,77,"178,995","187,145","190,616","195,469","201,362","201,716","199,622","188,446","207,465","227,704","241,987","238,197"
K02000001,UNITED KINGDOM,Country,M,78,"168,328","171,104","178,887","182,716","186,979","192,728","193,265","191,126","180,890","198,300","217,841","232,110"
K02000001,UNITED KINGDOM,Country,M,79,"162,073","160,316","162,695","170,717","173,752","178,335","183,695","184,278","182,605","171,517","188,825","207,838"
K02000001,UNITED KINGDOM,Country,M,80,"151,412","153,259","151,537","154,211","161,381","164,622","168,976","173,931","175,124","172,210","162,183","179,076"
K02000001,UNITED KINGDOM,Country,M,81,"137,671","141,952","143,890","142,892","144,838","151,847","154,983","158,876","164,400","164,154","161,771","152,707"
K02000001,UNITED KINGDOM,Country,M,82,"123,344","128,009","131,768","134,586","133,210","135,389","141,894","144,606","149,190","152,856","153,142","151,191"
K02000001,UNITED KINGDOM,Country,M,83,"109,283","113,720","117,945","121,889","124,120","123,376","125,399","131,393","134,525","137,644","141,429","142,142"
K02000001,UNITED KINGDOM,Country,M,84,"98,834","99,533","103,522","108,305","111,224","113,915","113,294","114,775","121,218","122,654","126,155","129,966"
K02000001,UNITED KINGDOM,Country,M,85,"87,567","89,228","89,548","93,961","97,555","100,748","103,171","102,813","104,668","109,177","111,141","114,898"
K02000001,UNITED KINGDOM,Country,M,86,"74,967","78,002","79,359","80,563","83,604","87,211","90,140","92,300","92,848","93,097","97,702","100,046"
K02000001,UNITED KINGDOM,Country,M,87,"64,219","66,060","68,402","70,374","70,529","73,885","76,861","79,128","82,179","81,392","82,357","86,728"
K02000001,UNITED KINGDOM,Country,M,88,"53,899","55,712","57,100","59,678","60,683","61,355","64,163","66,426","69,172","70,611","70,699","71,758"
K02000001,UNITED KINGDOM,Country,M,89,"46,501","45,916","47,258","49,097","50,607","51,927","52,442","54,325","56,951","58,078","60,534","60,661"
K02000001,UNITED KINGDOM,Country,M,90,"130,127","140,940","147,557","156,721","161,769","169,086","174,614","178,264","186,474","187,860","193,257","200,189"
K02000001,UNITED KINGDOM,Country,F,0,"390,106","395,019","384,446","376,935","375,388","377,954","368,316","358,851","349,296","340,733","329,505","338,877"
K02000001,UNITED KINGDOM,Country,F,1,"385,998","392,182","396,418","385,978","378,284","376,631","378,395","367,894","358,750","350,258","343,144","337,102"
K02000001,UNITED KINGDOM,Country,F,2,"382,279","387,665","393,568","397,466","386,795","379,023","376,372","377,860","367,214","357,495","350,619","350,207"
K02000001,UNITED KINGDOM,Country,F,3,"385,930","383,846","389,086","394,939","398,231","387,455","378,753","375,739","377,567","366,121","356,763","357,233"
K02000001,UNITED KINGDOM,Country,F,4,"372,956","387,203","385,039","390,316","395,983","398,725","387,215","378,102","375,545","376,777","365,864","362,890"
K02000001,UNITED KINGDOM,Country,F,5,"366,267","373,654","388,416","386,379","391,454","397,082","398,706","386,909","378,144","374,868","376,887","372,008"
K02000001,UNITED KINGDOM,Country,F,6,"351,340","366,546","374,223","389,618","387,392","392,419","397,416","398,321","387,036","377,738","374,925","382,728"
K02000001,UNITED KINGDOM,Country,F,7,"344,955","352,905","366,984","375,034","390,748","388,624","393,075","397,667","398,523","387,082","377,944","380,814"
K02000001,UNITED KINGDOM,Country,F,8,"334,365","346,944","354,705","367,589","375,823","391,934","389,445","393,576","398,285","398,355","387,571","383,373"
K02000001,UNITED KINGDOM,Country,F,9,"329,167","336,579","349,097","356,625","368,243","376,789","392,871","390,231","394,412","398,640","398,789","393,012"
K02000001,UNITED KINGDOM,Country,F,10,"339,048","331,368","338,957","351,358","358,505","369,014","377,317","393,685","391,201","394,875","399,653","403,978"
K02000001,UNITED KINGDOM,Country,F,11,"346,840","340,176","333,688","341,392","353,537","360,406","369,533","377,874","394,824","391,781","395,985","404,330"
K02000001,UNITED KINGDOM,Country,F,12,"358,569","347,827","341,487","336,122","343,833","355,825","362,237","370,046","378,802","395,686","393,066","400,416"
K02000001,UNITED KINGDOM,Country,F,13,"363,614","359,258","348,950","342,960","338,590","346,413","358,073","364,081","370,841","379,349","397,127","397,284"
K02000001,UNITED KINGDOM,Country,F,14,"374,099","364,014","360,345","350,448","344,685","341,492","349,088","360,588","366,232","371,671","380,779","401,429"
K02000001,UNITED KINGDOM,Country,F,15,"371,544","374,557","364,713","361,762","352,180","346,741","344,384","352,096","363,401","368,374","373,117","384,696"
K02000001,UNITED KINGDOM,Country,F,16,"373,732","371,835","375,600","366,169","363,809","354,705","349,191","347,973","355,465","365,677","370,658","377,231"
K02000001,UNITED KINGDOM,Country,F,17,"387,003","375,419","373,385","378,060","368,993","367,554","358,147","353,118","352,597","359,072","369,378","375,133"
K02000001,UNITED KINGDOM,Country,F,18,"393,550","391,614","380,496","378,625","384,508","376,596","374,759","365,370","361,664","361,208","368,029","378,035"
K02000001,UNITED KINGDOM,Country,F,19,"415,610","402,326","401,487","391,213","389,592","397,335","387,956","387,136","378,427","375,647","376,290","379,313"
K02000001,UNITED KINGDOM,Country,F,20,"423,891","422,068","409,499","410,248","401,097","400,096","406,305","398,180","397,547","385,634","382,785","385,794"
K02000001,UNITED KINGDOM,Country,F,21,"418,453","429,922","428,833","416,615","418,763","410,984","407,123","414,545","406,136","398,997","389,601","388,725"
K02000001,UNITED KINGDOM,Country,F,22,"423,010","429,061","440,876","439,716","428,887","433,172","422,308","418,896","425,876","406,805","404,315","396,765"
K02000001,UNITED KINGDOM,Country,F,23,"434,139","433,315","440,833","451,528","451,572","443,435","442,928","433,709","428,425","425,208","412,093","414,814"
K02000001,UNITED KINGDOM,Country,F,24,"429,936","432,235","432,476","438,462","449,638","450,904","438,261","438,360","426,241","416,758","423,239","422,604"
K02000001,UNITED KINGDOM,Country,F,25,"430,890","430,364","435,214","434,579","441,328","452,891","450,233","438,086","437,438","424,158","418,012","432,895"
K02000001,UNITED KINGDOM,Country,F,26,"434,445","433,784","435,135","441,401","441,028","448,725","456,555","454,043","441,213","440,338","428,957","427,206"
K02000001,UNITED KINGDOM,Country,F,27,"427,294","437,853","438,442","440,909","448,997","449,345","454,247","461,468","459,398","445,360","445,636","437,447"
K02000001,UNITED KINGDOM,Country,F,28,"433,973","430,578","442,559","443,669","447,581","458,151","455,316","460,555","467,311","463,380","450,558","453,463"
K02000001,UNITED KINGDOM,Country,F,29,"436,106","436,652","434,429","447,129","449,193","454,849","464,311","461,327","467,231","471,574","467,796","457,446"
K02000001,UNITED KINGDOM,Country,F,30,"439,051","438,661","440,140","438,619","452,206","455,463","459,857","470,816","467,447","472,302","476,054","473,935"
K02000001,UNITED KINGDOM,Country,F,31,"439,370","441,911","441,584","443,532","442,792","457,704","459,347","464,760","476,786","472,310","477,487","481,699"
K02000001,UNITED KINGDOM,Country,F,32,"420,458","441,393","444,162","443,436","446,004","446,189","459,906","462,081","469,215","480,885","476,600","482,662"
K02000001,UNITED KINGDOM,Country,F,33,"392,630","422,518","443,899","446,679","445,580","448,927","447,919","462,297","465,370","471,852","485,429","481,201"
K02000001,UNITED KINGDOM,Country,F,34,"386,014","394,753","425,159","446,649","449,506","448,410","450,616","450,105","465,224","467,692","475,319","489,549"
K02000001,UNITED KINGDOM,Country,F,35,"395,571","388,008","397,110","427,791","449,292","452,525","449,562","452,274","452,272","466,643","469,934","479,022"
K02000001,UNITED KINGDOM,Country,F,36,"403,845","397,545","389,983","399,304","430,220","452,004","454,022","450,545","453,803","453,262","468,416","473,453"
K02000001,UNITED KINGDOM,Country,F,37,"411,842","405,694","399,436","391,762","401,199","432,502","453,272","455,153","451,415","454,409","454,295","471,642"
K02000001,UNITED KINGDOM,Country,F,38,"430,362","413,444","407,649","401,340","393,514","403,297","433,879","454,658","456,361","451,687","454,986","457,048"
K02000001,UNITED KINGDOM,Country,F,39,"449,741","431,807","415,069","409,557","403,082","395,287","404,395","435,077","456,022","456,815","451,883","457,701"
K02000001,UNITED KINGDOM,Country,F,40,"468,191","451,003","433,243","416,697","411,206","404,899","396,223","405,448","436,223","456,501","457,399","454,064"
K02000001,UNITED KINGDOM,Country,F,41,"456,966","469,654","452,272","434,661","418,049","412,922","405,903","397,035","406,210","436,738","457,077","459,346"
K02000001,UNITED KINGDOM,Country,F,42,"469,434","458,271","471,058","453,494","435,914","419,578","413,935","406,814","397,642","406,398","437,438","458,625"
K02000001,UNITED KINGDOM,Country,F,43,"469,357","470,691","459,694","472,664","454,749","437,365","420,598","414,988","407,583","397,586","406,634","438,754"
K02000001,UNITED KINGDOM,Country,F,44,"474,193","470,513","471,842","460,928","473,881","455,786","438,091","421,351","415,640","407,543","397,956","407,583"
K02000001,UNITED KINGDOM,Country,F,45,"476,570","475,009","471,701","473,100","462,142","475,181","456,493","438,889","421,766","415,326","407,728","398,808"
K02000001,UNITED KINGDOM,Country,F,46,"480,677","477,191","475,901","472,902","474,155","463,335","475,916","456,949","439,126","421,376","415,675","408,193"
K02000001,UNITED KINGDOM,Country,F,47,"476,378","481,120","477,775","476,741","473,917","475,178","464,190","476,662","457,026","438,527","421,767","415,990"
K02000001,UNITED KINGDOM,Country,F,48,"466,410","476,713","481,609","478,392","477,433","474,893","475,814","464,767","476,739","456,259","438,691","421,785"
K02000001,UNITED KINGDOM,Country,F,49,"455,551","466,441","476,931","482,024","478,814","478,129","475,527","476,292","464,795","476,028","456,417","438,547"
K02000001,UNITED KINGDOM,Country,F,50,"440,842","455,591","466,496","477,180","482,319","479,140","478,342","476,000","476,061","464,177","476,116","456,008"
K02000001,UNITED KINGDOM,Country,F,51,"423,843","440,550","455,438","466,423","477,091","482,343","478,937","478,262","475,641","475,077","464,302","475,404"
K02000001,UNITED KINGDOM,Country,F,52,"415,362","423,526","440,214","455,306","466,151","476,909","481,958","478,599","477,494","474,589","474,967","463,467"
K02000001,UNITED KINGDOM,Country,F,53,"406,193","414,960","423,185","439,794","455,064","465,907","476,446","481,476","477,698","476,287","474,496","474,021"
K02000001,UNITED KINGDOM,Country,F,54,"392,445","405,572","414,408","422,686","439,219","454,684","465,316","475,781","480,278","476,175","475,900","473,097"
K02000001,UNITED KINGDOM,Country,F,55,"378,976","391,626","404,915","413,866","422,082","438,446","454,011","464,454","474,451","478,795","475,670","474,375"
K02000001,UNITED KINGDOM,Country,F,56,"366,310","377,928","390,583","404,001","412,988","421,184","437,360","452,995","463,034","472,643","478,041","474,214"
K02000001,UNITED KINGDOM,Country,F,57,"368,363","365,208","376,817","389,543","403,037","411,936","420,148","435,983","451,442","461,089","471,919","476,348"
K02000001,UNITED KINGDOM,Country,F,58,"363,886","367,041","363,945","375,694","388,277","401,791","410,734","418,814","434,232","449,563","460,191","469,993"
K02000001,UNITED KINGDOM,Country,F,59,"355,428","362,461","365,712","362,731","374,305","386,828","400,376","409,265","417,002","432,202","448,321","458,236"
K02000001,UNITED KINGDOM,Country,F,60,"358,822","353,850","360,901","364,291","361,213","372,748","385,146","398,703","407,275","414,968","430,744","446,134"
K02000001,UNITED KINGDOM,Country,F,61,"367,560","357,011","352,122","359,265","362,595","359,558","370,999","383,310","396,622","405,130","413,595","428,555"
K02000001,UNITED KINGDOM,Country,F,62,"376,850","365,399","355,097","350,349","357,329","360,773","357,719","368,889","380,995","394,286","403,442","411,352"
K02000001,UNITED KINGDOM,Country,F,63,"398,568","374,587","363,126","353,073","348,258","355,222","358,604","355,583","366,440","378,424","392,230","400,979"
K02000001,UNITED KINGDOM,Country,F,64,"432,033","395,953","372,061","360,755","350,791","345,980","352,838","356,242","353,163","363,809","376,357","389,532"
K02000001,UNITED KINGDOM,Country,F,65,"336,197","428,926","393,049","369,344","358,095","348,256","343,492","350,043","353,705","350,582","361,559","373,472"
K02000001,UNITED KINGDOM,Country,F,66,"328,008","333,297","425,511","390,095","366,257","355,161","345,555","340,714","347,207","350,877","348,138","358,689"
K02000001,UNITED KINGDOM,Country,F,67,"328,059","324,880","330,148","421,957","386,724","362,993","351,949","342,461","337,677","344,057","348,140","345,048"
K02000001,UNITED KINGDOM,Country,F,68,"309,628","324,643","321,480","326,913","417,920","382,972","359,406","348,333","339,211","334,259","340,845","344,615"
K02000001,UNITED KINGDOM,Country,F,69,"280,193","306,086","320,961","318,019","323,175","413,468","378,934","355,538","344,509","335,461","330,913","337,305"
K02000001,UNITED KINGDOM,Country,F,70,"255,756","276,691","302,248","317,148","314,057","319,235","408,583","374,312","351,318","340,399","331,591","326,953"
K02000001,UNITED KINGDOM,Country,F,71,"265,689","252,099","272,963","298,276","312,770","309,807","315,076","403,323","369,619","346,420","335,810","327,250"
K02000001,UNITED KINGDOM,Country,F,72,"265,109","261,485","248,071","268,842","293,626","308,088","305,008","310,281","397,719","364,118","341,471","331,054"
K02000001,UNITED KINGDOM,Country,F,73,"258,902","260,399","256,817","243,855","264,206","288,650","302,866","299,882","305,338","391,181","358,398","336,044"
K02000001,UNITED KINGDOM,Country,F,74,"249,269","254,056","255,400","252,160","239,037","259,248","283,277","297,190","294,553","299,417","384,295","352,161"
K02000001,UNITED KINGDOM,Country,F,75,"240,152","243,788","248,587","250,116","246,677","233,878","253,881","277,278","291,341","288,350","293,216","376,633"
K02000001,UNITED KINGDOM,Country,F,76,"230,838","234,469","237,850","242,964","244,028","240,905","228,311","247,931","271,151","284,426","281,799","286,486"
K02000001,UNITED KINGDOM,Country,F,77,"217,548","224,595","228,044","231,788","236,356","237,718","234,455","222,098","241,952","263,744","277,067","274,665"
K02000001,UNITED KINGDOM,Country,F,78,"210,464","210,874","217,528","221,561","224,712","229,585","230,678","227,407","215,777","234,442","255,916","269,181"
K02000001,UNITED KINGDOM,Country,F,79,"208,013","203,259","203,413","210,524","214,010","217,474","221,986","222,791","220,271","208,180","226,694","247,532"
K02000001,UNITED KINGDOM,Country,F,80,"201,865","199,968","195,220","196,048","202,052","206,093","209,506","213,706","215,019","211,431","200,181","218,249"
K02000001,UNITED KINGDOM,Country,F,81,"192,095","192,678","191,008","187,207","187,361","193,564","197,382","200,600","205,252","205,409","202,589","191,613"
K02000001,UNITED KINGDOM,Country,F,82,"177,177","182,328","182,544","182,035","177,809","178,445","184,185","187,798","191,477","194,970","195,625","193,000"
K02000001,UNITED KINGDOM,Country,F,83,"163,354","167,056","171,748","172,551","171,435","168,168","168,817","174,116","178,162","180,734","184,460","185,246"
K02000001,UNITED KINGDOM,Country,F,84,"152,191","152,830","155,890","161,388","160,851","160,713","157,625","158,179","163,957","166,582","169,719","173,412"
K02000001,UNITED KINGDOM,Country,F,85,"141,960","141,179","141,162","145,199","149,360","149,425","149,318","146,529","147,814","151,832","155,031","158,153"
K02000001,UNITED KINGDOM,Country,F,86,"129,572","130,300","129,379","130,278","132,805","137,265","137,184","137,024","135,593","135,450","140,029","143,161"
K02000001,UNITED KINGDOM,Country,F,87,"118,264","117,568","118,041","118,039","117,766","120,674","124,439","124,238","125,388","122,572","123,406","128,045"
K02000001,UNITED KINGDOM,Country,F,88,"106,984","106,251","105,195","106,586","105,217","105,606","108,197","111,133","112,032","111,895","110,086","111,262"
K02000001,UNITED KINGDOM,Country,F,89,"97,634","94,476","93,507","93,587","93,519","93,120","93,133","95,034","98,706","97,905","98,941","97,826"
K02000001,UNITED KINGDOM,Country,F,90,"355,764","371,909","378,233","391,634","390,527","396,307","396,656","394,090","402,964","400,470","404,593","409,709"
K03000001,GREAT BRITAIN,Country,M,0,"396,637","402,302","392,345","384,454","383,581","386,188","375,682","366,190","357,482","346,963","334,972","344,565"
K03000001,GREAT BRITAIN,Country,M,1,"391,085","399,199","403,770","394,126","386,094","384,983","386,680","375,145","366,014","357,885","348,295","342,456"
K03000001,GREAT BRITAIN,Country,M,2,"386,782","392,907","400,688","404,758","395,063","386,815","384,321","385,781","374,082","363,896","357,118","355,042"
K03000001,GREAT BRITAIN,Country,M,3,"391,412","388,339","394,200","402,077","405,472","395,472","385,986","382,944","385,247","372,366","362,107","363,783"
K03000001,GREAT BRITAIN,Country,M,4,"379,153","392,603","389,790","395,660","403,423","405,913","394,976","384,909","382,231","384,064","371,307","368,033"
K03000001,GREAT BRITAIN,Country,M,5,"371,212","380,058","393,896","391,636","397,300","404,806","405,827","394,576","384,381","381,028","383,513","377,128"
K03000001,GREAT BRITAIN,Country,M,6,"356,593","371,982","381,002","395,391","393,364","398,730","405,398","405,479","394,593","383,596","380,640","389,487"
K03000001,GREAT BRITAIN,Country,M,7,"350,417","358,716","372,773","382,038","396,865","394,893","399,426","405,710","405,551","394,133","383,402","386,436"
