ladcode23,laname23,country,sex,age,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,population_2020,population_2021,population_2022
K03000001,GREAT BRITAIN,Country,F,13,"351,735","347,543","337,854","331,953","327,671","335,503","346,939","352,719","359,400","367,493","384,576","384,662"
K03000001,GREAT BRITAIN,Country,F,14,"361,960","352,071","348,618","339,337","333,618","330,494","338,127","349,403","354,799","360,212","368,944","388,816"
K03000001,GREAT BRITAIN,Country,F,15,"359,623","362,334","352,709","350,016","341,064","335,627","333,349","341,071","352,153","356,909","361,664","372,791"
K03000001,GREAT BRITAIN,Country,F,16,"361,643","359,870","363,285","354,103","352,058","343,568","338,023","336,867","344,407","354,387","359,159","365,702"
K03000001,GREAT BRITAIN,Country,F,17,"374,569","363,307","361,389","365,660","356,860","355,806","347,013","341,875","341,440","348,007","358,058","363,597"
K03000001,GREAT BRITAIN,Country,F,18,"381,044","379,159","368,382","366,570","371,983","364,483","363,011","354,208","350,414","350,060","357,036","366,635"
K03000001,GREAT BRITAIN,Country,F,19,"403,376","390,227","389,729","379,844","378,262","385,485","376,668","376,100","368,050","365,360","366,171","369,459"
K03000001,GREAT BRITAIN,Country,F,20,"411,794","410,348","397,998","398,675","389,898","388,874","394,913","387,086","386,741","375,675","372,913","376,310"
K03000001,GREAT BRITAIN,Country,F,21,"406,362","417,946","416,837","405,063","407,219","399,826","396,011","403,062","395,028","388,378","379,730","379,092"
K03000001,GREAT BRITAIN,Country,F,22,"410,772","416,898","428,730","427,632","417,156","421,582","411,075","407,664","414,240","395,713","393,690","387,012"
K03000001,GREAT BRITAIN,Country,F,23,"421,579","420,958","428,521","439,297","439,386","431,660","431,266","422,339","417,071","413,529","400,798","404,235"
K03000001,GREAT BRITAIN,Country,F,24,"417,207","419,550","420,173","426,107","437,316","438,737","426,538","426,713","414,816","405,531","411,530","411,348"
K03000001,GREAT BRITAIN,Country,F,25,"418,077","417,656","422,621","422,279","429,008","440,613","438,103","426,360","425,761","412,914","406,883","421,376"
K03000001,GREAT BRITAIN,Country,F,26,"421,668","420,992","422,439","428,712","428,700","436,381","444,263","441,878","429,437","428,737","417,755","416,087"
K03000001,GREAT BRITAIN,Country,F,27,"414,583","425,042","425,685","428,165","436,216","436,991","441,845","449,128","447,106","433,655","434,004","426,289"
K03000001,GREAT BRITAIN,Country,F,28,"421,327","417,853","429,783","430,827","434,787","445,311","442,941","448,059","454,851","451,119","438,784","441,749"
K03000001,GREAT BRITAIN,Country,F,29,"423,491","424,032","421,723","434,345","436,254","441,978","451,381","448,904","454,610","459,103","455,474","445,565"
K03000001,GREAT BRITAIN,Country,F,30,"426,096","426,034","427,572","425,884","439,381","442,500","446,879","457,783","454,904","459,689","463,521","461,557"
K03000001,GREAT BRITAIN,Country,F,31,"426,413","429,009","428,942","430,917","430,018","444,883","446,297","451,656","463,684","459,726","464,709","469,059"
K03000001,GREAT BRITAIN,Country,F,32,"407,943","428,434","431,330","430,807","433,337","433,402","447,056","448,971","455,994","467,719","463,878","469,741"
K03000001,GREAT BRITAIN,Country,F,33,"380,742","410,013","430,926","433,833","432,896","436,242","435,088","449,339","452,161","458,576","472,138","468,339"
K03000001,GREAT BRITAIN,Country,F,34,"374,327","382,901","412,662","433,625","436,606","435,666","437,867","437,169","452,184","454,456","461,928","476,148"
K03000001,GREAT BRITAIN,Country,F,35,"383,814","376,359","385,269","415,264","436,270","439,593","436,785","439,430","439,199","453,572","456,582","465,512"
K03000001,GREAT BRITAIN,Country,F,36,"391,911","385,789","378,394","387,446","417,648","438,933","441,051","437,713","440,878","440,152","455,261","460,020"
K03000001,GREAT BRITAIN,Country,F,37,"399,490","393,783","387,690","380,173","389,340","419,845","440,144","442,139","438,516","441,473","441,104","458,392"
K03000001,GREAT BRITAIN,Country,F,38,"417,595","401,109","395,783","389,577","381,912","391,409","421,173","441,443","443,274","438,765","441,961","443,786"
K03000001,GREAT BRITAIN,Country,F,39,"436,870","419,077","402,741","397,700","391,308","383,673","392,454","422,311","442,689","443,725","438,893","444,617"
K03000001,GREAT BRITAIN,Country,F,40,"454,869","438,168","420,560","404,355","399,379","393,086","384,605","393,465","423,402","443,117","444,259","441,016"
K03000001,GREAT BRITAIN,Country,F,41,"443,686","456,365","439,501","421,992","405,753","401,105","394,063","385,409","394,189","423,878","443,654","446,171"
K03000001,GREAT BRITAIN,Country,F,42,"456,019","445,020","457,777","440,730","423,235","407,285","402,120","394,918","385,984","394,347","424,552","445,201"
K03000001,GREAT BRITAIN,Country,F,43,"455,812","457,291","446,487","459,370","441,983","424,683","408,316","403,183","395,640","385,926","394,525","425,838"
K03000001,GREAT BRITAIN,Country,F,44,"460,604","456,973","458,432","447,727","460,566","443,033","425,410","409,056","403,827","395,610","386,289","395,443"
K03000001,GREAT BRITAIN,Country,F,45,"463,046","461,427","458,158","459,695","448,941","461,876","443,742","426,171","409,458","403,532","395,778","387,105"
K03000001,GREAT BRITAIN,Country,F,46,"466,840","463,655","462,311","459,366","460,759","450,157","462,611","444,236","426,406","409,107","403,897","396,229"
K03000001,GREAT BRITAIN,Country,F,47,"462,849","467,319","464,286","463,171","460,380","461,787","451,013","463,366","444,293","425,837","409,513","404,246"
K03000001,GREAT BRITAIN,Country,F,48,"453,361","463,199","467,811","464,895","463,860","461,377","462,415","451,582","463,391","443,573","426,009","409,539"
K03000001,GREAT BRITAIN,Country,F,49,"442,627","453,426","463,425","468,244","465,351","464,559","461,997","462,862","451,593","462,697","443,756","425,873"
K03000001,GREAT BRITAIN,Country,F,50,"428,206","442,686","453,509","463,677","468,577","465,711","464,784","462,473","462,633","451,015","462,832","443,375"
K03000001,GREAT BRITAIN,Country,F,51,"411,627","427,920","442,555","453,437","463,601","468,601","465,535","464,718","462,108","461,662","451,159","462,127"
K03000001,GREAT BRITAIN,Country,F,52,"403,553","411,303","427,554","442,449","453,169","463,409","468,246","465,200","463,967","461,094","461,589","450,331"
K03000001,GREAT BRITAIN,Country,F,53,"394,555","403,155","410,979","427,121","442,212","452,951","462,976","467,787","464,310","462,778","461,018","460,666"
K03000001,GREAT BRITAIN,Country,F,54,"381,245","393,933","402,600","410,473","426,531","441,870","452,400","462,320","466,603","462,833","462,408","459,639"
K03000001,GREAT BRITAIN,Country,F,55,"368,317","380,458","393,287","402,064","409,900","425,772","441,217","451,578","461,011","465,189","462,352","460,887"
K03000001,GREAT BRITAIN,Country,F,56,"356,231","367,291","379,457","392,406","401,213","409,047","424,702","440,226","450,197","459,217","464,474","460,923"
K03000001,GREAT BRITAIN,Country,F,57,"358,513","355,171","366,190","378,448","391,459","400,185","408,041","423,343","438,702","448,286","458,545","462,808"
K03000001,GREAT BRITAIN,Country,F,58,"354,103","357,227","353,938","365,071","377,229","390,212","398,981","406,713","421,620","436,899","447,431","456,654"
K03000001,GREAT BRITAIN,Country,F,59,"345,977","352,678","355,914","352,743","363,720","375,814","388,802","397,534","404,963","419,626","435,723","445,537"
K03000001,GREAT BRITAIN,Country,F,60,"349,392","344,443","351,150","354,531","351,273","362,197","374,188","387,162","395,569","402,963","418,209","433,615"
K03000001,GREAT BRITAIN,Country,F,61,"357,971","347,616","342,753","349,527","352,899","349,668","360,466","372,413","385,117","393,445","401,639","416,096"
K03000001,GREAT BRITAIN,Country,F,62,"367,324","355,855","345,715","341,046","347,640","351,139","347,869","358,382","370,159","382,843","391,825","399,475"
K03000001,GREAT BRITAIN,Country,F,63,"388,945","365,130","353,617","343,721","339,007","345,547","349,040","345,808","355,986","367,668","380,846","389,440"
K03000001,GREAT BRITAIN,Country,F,64,"422,287","386,398","362,685","351,306","341,492","336,779","343,214","346,745","343,443","353,423","365,675","378,239"
K03000001,GREAT BRITAIN,Country,F,65,"327,229","419,232","383,592","360,057","348,719","339,022","334,333","340,472","344,263","340,947","351,212","362,901"
K03000001,GREAT BRITAIN,Country,F,66,"319,108","324,401","415,888","380,725","357,067","345,859","336,366","331,632","337,673","341,506","338,576","348,428"
K03000001,GREAT BRITAIN,Country,F,67,"319,216","316,067","321,340","412,417","377,452","353,885","342,747","333,361","328,675","334,588","338,881","335,591"
K03000001,GREAT BRITAIN,Country,F,68,"301,014","315,879","312,742","318,192","408,453","373,822","350,392","339,210","330,194","325,349","331,467","335,472"
K03000001,GREAT BRITAIN,Country,F,69,"272,488","297,589","312,297","309,384","314,555","404,095","369,891","346,621","335,491","326,535","322,111","328,055"
K03000001,GREAT BRITAIN,Country,F,70,"248,744","269,073","293,849","308,583","305,548","310,737","399,340","365,392","342,510","331,506","322,790","318,258"
K03000001,GREAT BRITAIN,Country,F,71,"258,765","245,177","265,447","289,961","304,330","301,429","306,677","394,198","360,832","337,758","327,059","318,581"
K03000001,GREAT BRITAIN,Country,F,72,"258,134","254,675","241,242","261,452","285,422","299,795","296,786","301,996","388,679","355,491","332,969","322,450"
K03000001,GREAT BRITAIN,Country,F,73,"252,303","253,555","250,125","237,114","256,956","280,593","294,706","291,812","297,179","382,268","349,925","327,703"
K03000001,GREAT BRITAIN,Country,F,74,"242,716","247,565","248,672","245,566","232,446","252,139","275,375","289,197","286,623","291,434","375,541","343,851"
K03000001,GREAT BRITAIN,Country,F,75,"233,883","237,392","242,220","243,534","240,251","227,431","246,939","269,544","283,537","280,601","285,403","368,075"
K03000001,GREAT BRITAIN,Country,F,76,"224,928","228,356","231,630","236,750","237,628","234,627","222,023","241,158","263,589","276,834","274,219","278,902"
K03000001,GREAT BRITAIN,Country,F,77,"211,974","218,842","222,103","225,735","230,325","231,507","228,349","215,965","235,349","256,409","269,691","267,242"
K03000001,GREAT BRITAIN,Country,F,78,"204,916","205,478","211,934","215,811","218,822","223,724","224,646","221,493","209,800","228,045","248,807","262,036"
K03000001,GREAT BRITAIN,Country,F,79,"202,712","197,896","198,235","205,127","208,445","211,752","216,347","216,968","214,579","202,409","220,526","240,672"
K03000001,GREAT BRITAIN,Country,F,80,"196,739","194,879","190,064","191,078","196,868","200,748","203,997","208,276","209,416","205,943","194,632","212,330"
K03000001,GREAT BRITAIN,Country,F,81,"187,296","187,828","186,154","182,261","182,637","188,587","192,274","195,328","200,052","200,094","197,344","186,305"
K03000001,GREAT BRITAIN,Country,F,82,"172,690","177,785","177,983","177,429","173,135","173,921","179,438","182,914","186,439","190,033","190,605","188,012"
K03000001,GREAT BRITAIN,Country,F,83,"159,218","162,839","167,485","168,264","167,095","163,711","164,553","169,634","173,538","175,966","179,792","180,504"
K03000001,GREAT BRITAIN,Country,F,84,"148,358","148,939","151,968","157,400","156,883","156,645","153,465","154,194","159,699","162,250","165,260","169,035"
K03000001,GREAT BRITAIN,Country,F,85,"138,504","137,636","137,611","141,547","145,664","145,775","145,534","142,670","144,092","147,891","151,003","154,025"
K03000001,GREAT BRITAIN,Country,F,86,"126,467","127,144","126,131","127,044","129,481","133,875","133,869","133,574","132,025","132,041","136,422","139,459"
K03000001,GREAT BRITAIN,Country,F,87,"115,390","114,748","115,213","115,087","114,850","117,642","121,408","121,276","122,235","119,321","120,336","124,763"
K03000001,GREAT BRITAIN,Country,F,88,"104,435","103,685","102,700","104,009","102,563","102,980","105,488","108,450","109,376","109,051","107,154","108,497"
K03000001,GREAT BRITAIN,Country,F,89,"95,399","92,270","91,196","91,392","91,265","90,776","90,809","92,680","96,351","95,625","96,423","95,256"
K03000001,GREAT BRITAIN,Country,F,90,"348,010","363,758","369,933","382,858","381,539","387,128","387,321","384,736","393,291","390,702","394,816","399,848"
K04000001,ENGLAND AND WALES,Country,M,0,"366,537","372,441","363,484","355,917","355,248","357,889","348,661","339,913","331,424","322,123","311,020","320,174"
K04000001,ENGLAND AND WALES,Country,M,1,"360,920","369,021","373,859","365,114","357,361","356,398","358,185","348,044","339,515","331,577","323,301","318,053"
K04000001,ENGLAND AND WALES,Country,M,2,"356,593","362,756","370,517","374,734","365,916","357,867","355,645","357,245","346,799","337,367","330,599","329,835"
K04000001,ENGLAND AND WALES,Country,M,3,"361,239","358,208","364,070","371,860","375,363","366,169","356,976","354,205","356,513","345,079","335,551","336,984"
K04000001,ENGLAND AND WALES,Country,M,4,"350,034","362,506","359,660","365,509","373,137","375,627","365,574","355,864","353,367","355,321","343,973","341,519"
K04000001,ENGLAND AND WALES,Country,M,5,"342,815","350,953","363,855","361,519","367,136","374,384","375,433","365,141","355,233","352,168","354,706","349,750"
K04000001,ENGLAND AND WALES,Country,M,6,"328,076","343,538","351,857","365,295","363,209","368,434","374,882","374,982","364,968","354,411","351,656","360,574"
K04000001,ENGLAND AND WALES,Country,M,7,"322,384","330,323","344,281","352,816","366,739","364,631","369,073","375,161","374,876","364,464","354,090","357,352"
K04000001,ENGLAND AND WALES,Country,M,8,"313,670","324,639","332,406","345,001","353,701","367,745","365,284","369,305","375,597","374,242","364,248","359,540"
K04000001,ENGLAND AND WALES,Country,M,9,"307,653","315,830","327,161","334,872","345,985","354,638","368,505","366,042","370,000","375,586","374,026","369,524"
K04000001,ENGLAND AND WALES,Country,M,10,"314,994","309,147","317,905","329,721","337,144","346,677","355,032","369,069","367,002","370,261","376,245","379,069"
K04000001,ENGLAND AND WALES,Country,M,11,"324,515","315,490","310,954","320,371","332,494","339,563","347,280","355,594","370,232","367,631","371,100","380,818"
K04000001,ENGLAND AND WALES,Country,M,12,"334,301","324,668","316,174","312,887","322,863","335,244","341,802","347,903","356,425","370,743","368,723","375,542"
K04000001,ENGLAND AND WALES,Country,M,13,"338,619","334,626","325,193","317,215","315,123","325,594","337,911","344,162","348,631","356,872","371,897","373,046"
K04000001,ENGLAND AND WALES,Country,M,14,"348,506","338,723","335,275","326,151","318,752","317,744","328,488","341,033","347,094","349,739","358,243","376,211"
K04000001,ENGLAND AND WALES,Country,M,15,"350,744","348,881","339,388","336,607","327,764","320,817","320,557","331,783","344,323","349,118","351,119","362,568"
K04000001,ENGLAND AND WALES,Country,M,16,"349,391","350,899","349,754","340,730","338,610","329,980","322,833","323,726","335,085","346,737","351,618","356,561"
K04000001,ENGLAND AND WALES,Country,M,17,"362,830","350,870","352,100","352,136","343,640","342,195","332,748","326,122","327,976","338,506","350,533","358,566"
K04000001,ENGLAND AND WALES,Country,M,18,"363,483","366,387","355,032","356,740","358,207","350,465","347,822","338,449","332,959","334,601","346,585","359,788"
K04000001,ENGLAND AND WALES,Country,M,19,"374,911","370,164","373,217","363,252","364,738","368,033","357,953","356,370","347,001","343,710","346,599","358,610"
K04000001,ENGLAND AND WALES,Country,M,20,"391,614","380,729","375,751","379,747","370,726","372,018","373,416","363,569","362,420","352,080","349,770","357,652"
K04000001,ENGLAND AND WALES,Country,M,21,"387,925","394,907","385,114","380,710","385,354","376,999","374,773","376,826","367,409","362,756","354,768","357,925"
K04000001,ENGLAND AND WALES,Country,M,22,"382,973","389,684","396,931","389,076","385,059","389,485","378,470","375,181","378,443","363,770","364,022","364,418"
K04000001,ENGLAND AND WALES,Country,M,23,"386,756","384,618","392,245","400,395","394,844","389,942","390,849","379,799","376,041","375,258","365,472","377,684"
K04000001,ENGLAND AND WALES,Country,M,24,"375,340","380,827","380,039","387,608","396,907","390,878","383,016","383,595","372,312","366,905","372,627","378,937"
K04000001,ENGLAND AND WALES,Country,M,25,"385,830","370,696","378,057","377,479","385,944","393,996","386,756","378,324","379,411","368,858","366,839","385,207"
K04000001,ENGLAND AND WALES,Country,M,26,"388,744","382,808","370,378","378,877","379,311","387,187","392,873","386,483","378,128","378,786","371,827","378,970"
K04000001,ENGLAND AND WALES,Country,M,27,"379,580","387,539","383,044","372,951","383,126","383,591","389,034","394,572","389,349","379,894","382,270","382,489"
K04000001,ENGLAND AND WALES,Country,M,28,"382,535","378,831","388,077","385,007","377,464","388,339","386,784","392,077","398,106","392,199","383,789","391,435"
K04000001,ENGLAND AND WALES,Country,M,29,"383,017","382,127","379,391","389,897","388,336","382,640","391,861","390,492","396,269","400,645","396,253","391,609"
K04000001,ENGLAND AND WALES,Country,M,30,"388,036","382,868","382,740","380,888","392,586","391,809","385,711","395,526","395,347","399,069","403,113","403,092"
K04000001,ENGLAND AND WALES,Country,M,31,"390,576","388,144","383,749","384,224","383,280","395,716","393,399","389,126","400,399","397,638","402,360","409,124"
K04000001,ENGLAND AND WALES,Country,M,32,"376,381","390,406","388,412","384,530","385,643","385,089","396,024","394,365","392,052","402,125","399,746","407,167"
K04000001,ENGLAND AND WALES,Country,M,33,"351,295","376,438","391,063","389,213","385,953","387,265","385,057","396,516","395,378","392,871","403,732","403,895"
K04000001,ENGLAND AND WALES,Country,M,34,"346,680","351,740","377,454","392,471","390,925","387,841","387,337","385,425","397,126","394,806","394,438","407,410"
K04000001,ENGLAND AND WALES,Country,M,35,"350,452","347,311","352,770","378,739","394,227","392,617","387,758","387,406","385,448","395,644","394,031","397,933"
K04000001,ENGLAND AND WALES,Country,M,36,"357,400","351,551","348,216","353,948","380,305","395,821","392,399","387,540","386,946","383,575","393,755","397,213"
K04000001,ENGLAND AND WALES,Country,M,37,"362,691","358,440","352,588","348,995","354,957","381,249","395,265","391,718","386,786","385,015","381,589","396,070"
K04000001,ENGLAND AND WALES,Country,M,38,"379,017","363,540","359,544","353,704","349,899","355,737","380,650","394,615","390,745","384,613","382,250","383,721"
K04000001,ENGLAND AND WALES,Country,M,39,"395,495","379,681","364,427","360,667","354,752","350,442","355,068","379,843","393,766","388,787","382,207","384,133"
K04000001,ENGLAND AND WALES,Country,M,40,"405,691","395,795","380,374","365,256","361,713","355,360","349,637","354,062","378,825","391,684","386,421","383,584"
K04000001,ENGLAND AND WALES,Country,M,41,"396,139","406,406","396,232","380,998","366,085","362,447","355,049","348,771","353,364","377,013","389,646","387,263"
K04000001,ENGLAND AND WALES,Country,M,42,"405,713","396,903","407,246","396,783","381,759","366,806","362,399","354,698","347,820","351,698","374,931","390,421"
K04000001,ENGLAND AND WALES,Country,M,43,"405,426","406,651","397,874","408,397","397,638","382,592","367,000","362,414","354,513","346,263","349,942","375,301"
K04000001,ENGLAND AND WALES,Country,M,44,"413,171","406,086","407,480","398,719","409,315","398,060","382,519","366,859","362,062","353,260","344,704","350,134"
K04000001,ENGLAND AND WALES,Country,M,45,"411,181","413,419","406,696","408,304","399,532","410,032","397,799","382,251","366,585","361,029","352,282","344,730"
K04000001,ENGLAND AND WALES,Country,M,46,"414,054","411,266","413,555","407,316","408,962","400,019","410,187","397,300","381,707","365,452","360,389","352,277"
K04000001,ENGLAND AND WALES,Country,M,47,"410,980","414,061","411,421","413,972","408,034","409,551","400,101","410,160","396,813","380,441","364,736","359,972"
K04000001,ENGLAND AND WALES,Country,M,48,"402,826","410,788","414,167","411,645","414,325","408,559","409,669","400,035","409,655","395,496","379,613","364,278"
K04000001,ENGLAND AND WALES,Country,M,49,"395,504","402,423","410,452","414,151","411,686","414,236","408,550","409,596","399,580","408,361","394,429","378,984"
K04000001,ENGLAND AND WALES,Country,M,50,"382,183","395,017","402,066","410,186","414,055","411,541","413,858","408,378","409,046","398,346","407,609","393,366"
K04000001,ENGLAND AND WALES,Country,M,51,"367,041","381,752","394,385","401,714","409,905","413,723","411,008","413,288","407,701","407,619","397,609","406,417"
K04000001,ENGLAND AND WALES,Country,M,52,"359,204","366,540","381,232","393,792","401,157","409,352","413,049","410,151","412,062","406,156","406,996","396,157"
K04000001,ENGLAND AND WALES,Country,M,53,"351,677","358,357","365,909","380,598","393,035","400,389","408,341","412,040","408,757","410,165","405,320","405,316"
K04000001,ENGLAND AND WALES,Country,M,54,"338,310","350,573","357,489","365,301","379,911","392,039","399,267","407,246","410,446","406,631","408,894","403,521"
K04000001,ENGLAND AND WALES,Country,M,55,"327,115","337,071","349,487","356,623","364,499","378,899","390,746","397,922","405,207","408,047","405,275","407,071"
K04000001,ENGLAND AND WALES,Country,M,56,"315,134","325,642","335,714","348,316","355,534","363,330","377,518","389,112","395,726","402,643","406,488","403,305"
K04000001,ENGLAND AND WALES,Country,M,57,"316,474","313,523","324,078","334,292","346,863","354,174","361,955","375,794","386,962","392,926","400,615","404,243"
K04000001,ENGLAND AND WALES,Country,M,58,"313,535","314,595","311,719","322,470","332,684","345,227","352,483","360,266","373,571","383,980","391,000","398,202"
K04000001,ENGLAND AND WALES,Country,M,59,"304,309","311,432","312,648","309,906","320,699","330,823","343,295","350,562","357,981","370,736","381,711","388,597"
K04000001,ENGLAND AND WALES,Country,M,60,"306,833","302,033","309,179","310,461","307,767","318,637","328,542","341,026","348,126","355,144","368,404","379,192"
K04000001,ENGLAND AND WALES,Country,M,61,"312,732","304,453","299,608","306,801","308,159","305,441","316,311","326,016","338,455","345,109","352,704","365,555"
K04000001,ENGLAND AND WALES,Country,M,62,"322,062","309,929","301,712","297,021","304,212","305,569","302,786","313,640","323,147","335,203","342,389","349,836"
K04000001,ENGLAND AND WALES,Country,M,63,"340,526","318,841","306,840","298,976","294,186","301,311","302,653","299,975","310,601","319,757","332,127","339,205"
K04000001,ENGLAND AND WALES,Country,M,64,"370,535","336,930","315,443","303,627","295,857","291,044","298,159","299,498","296,749","306,996","316,507","328,808"
K04000001,ENGLAND AND WALES,Country,M,65,"285,263","366,298","332,920","311,780","300,079","292,449","287,586","294,585","296,033","292,985","303,607","313,024"
K04000001,ENGLAND AND WALES,Country,M,66,"277,372","281,469","361,766","328,947","307,791","296,324","288,768","283,929","290,816","291,940","289,361","299,861"
K04000001,ENGLAND AND WALES,Country,M,67,"276,947","273,424","277,457","357,040","324,365","303,585","292,124","284,839","279,932","286,373","287,823","285,485"
K04000001,ENGLAND AND WALES,Country,M,68,"256,753","272,814","269,215","273,360","351,841","319,503","299,002","287,656","280,629","275,434","281,976","283,682"
K04000001,ENGLAND AND WALES,Country,M,69,"228,564","252,252","268,226","264,788","268,809","346,158","314,271","293,901","282,745","275,590","270,601","277,528"
K04000001,ENGLAND AND WALES,Country,M,70,"205,293","224,288","247,586","263,463","260,051","263,868","340,138","308,520","288,597","277,176","270,599","265,862"
K04000001,ENGLAND AND WALES,Country,M,71,"213,326","200,761","219,712","242,657","258,171","254,776","258,582","333,485","302,553","282,555","271,526","265,400"
K04000001,ENGLAND AND WALES,Country,M,72,"210,743","208,242","195,995","214,811","237,176","252,629","249,130","252,778","326,540","295,639","276,262","265,723"
K04000001,ENGLAND AND WALES,Country,M,73,"204,846","205,303","202,716","191,182","209,615","231,329","246,514","243,079","246,833","318,350","288,448","269,903"
K04000001,ENGLAND AND WALES,Country,M,74,"193,751","199,085","199,404","197,275","185,717","203,989","225,042","239,885","236,800","239,750","309,846","281,119"
K04000001,ENGLAND AND WALES,Country,M,75,"183,057","187,669","192,858","193,458","190,990","179,929","197,727","218,062","233,029","229,241","232,481","301,099"
K04000001,ENGLAND AND WALES,Country,M,76,"173,479","176,633","180,915","186,598","186,776","184,594","173,876","191,001","211,064","224,814","221,458","224,988"
K04000001,ENGLAND AND WALES,Country,M,77,"159,253","166,679","169,817","174,356","179,444","179,765","177,739","167,348","184,378","202,755","216,271","213,317"
K04000001,ENGLAND AND WALES,Country,M,78,"150,085","152,356","159,493","162,883","166,941","171,845","172,322","170,332","160,738","176,335","194,054","207,606"
K04000001,ENGLAND AND WALES,Country,M,79,"144,716","143,047","144,979","152,314","154,996","159,373","163,925","164,524","162,825","152,563","167,944","185,317"
K04000001,ENGLAND AND WALES,Country,M,80,"135,438","136,965","135,353","137,547","144,100","147,005","151,102","155,388","156,456","153,717","144,379","159,445"
K04000001,ENGLAND AND WALES,Country,M,81,"123,733","127,044","128,754","127,688","129,281","135,715","138,501","142,268","147,001","146,797","144,556","136,141"
K04000001,ENGLAND AND WALES,Country,M,82,"110,662","115,156","117,999","120,516","119,066","120,930","126,901","129,390","133,660","136,771","137,016","135,256"
K04000001,ENGLAND AND WALES,Country,M,83,"98,416","102,105","106,164","109,303","111,237","110,359","112,140","117,635","120,494","123,407","126,644","127,431"
K04000001,ENGLAND AND WALES,Country,M,84,"88,954","89,691","93,053","97,558","99,883","102,203","101,396","102,777","108,633","109,915","113,158","116,516"
K04000001,ENGLAND AND WALES,Country,M,85,"78,972","80,467","80,801","84,576","87,982","90,498","92,627","92,124","93,805","97,877","99,708","103,282"
K04000001,ENGLAND AND WALES,Country,M,86,"67,585","70,426","71,641","72,738","75,262","78,748","81,090","82,946","83,220","83,498","87,657","89,874"
K04000001,ENGLAND AND WALES,Country,M,87,"57,954","59,650","61,831","63,588","63,769","66,558","69,509","71,174","73,915","73,013","73,905","77,909"
K04000001,ENGLAND AND WALES,Country,M,88,"48,965","50,411","51,614","53,990","54,921","55,525","57,834","60,162","62,220","63,533","63,436","64,465"
K04000001,ENGLAND AND WALES,Country,M,89,"42,204","41,726","42,759","44,416","45,828","47,011","47,522","48,994","51,641","52,191","54,518","54,474"
K04000001,ENGLAND AND WALES,Country,M,90,"118,399","128,198","134,193","142,435","146,846","153,469","158,462","161,798","169,036","170,242","174,688","180,911"
K04000001,ENGLAND AND WALES,Country,F,0,"348,918","354,538","344,764","338,154","336,778","339,779","331,435","322,600","313,705","306,618","296,451","305,476"
K04000001,ENGLAND AND WALES,Country,F,1,"344,644","350,893","355,714","346,017","339,247","337,620","339,930","330,757","322,197","314,456","308,695","303,470"
K04000001,ENGLAND AND WALES,Country,F,2,"340,637","346,314","352,288","356,629","346,621","339,710","337,270","339,272","329,814","320,979","314,501","315,422"
K04000001,ENGLAND AND WALES,Country,F,3,"344,380","342,243","347,759","353,604","357,318","347,043","339,407","336,534","338,720","328,712","320,203","320,757"
K04000001,ENGLAND AND WALES,Country,F,4,"333,299","345,690","343,568","348,892","354,539","357,644","346,725","338,680","336,145","337,917","328,366","326,196"
K04000001,ENGLAND AND WALES,Country,F,5,"327,583","334,093","346,909","344,911","350,015","355,508","357,527","346,372","338,534","335,443","337,960","334,360"
K04000001,ENGLAND AND WALES,Country,F,6,"313,502","327,926","334,689","348,047","345,935","350,859","355,768","357,052","346,319","338,113","335,360","343,582"
K04000001,ENGLAND AND WALES,Country,F,7,"307,763","315,128","328,302","335,437","349,100","347,022","351,344","355,947","357,076","346,342","338,197","341,075"
K04000001,ENGLAND AND WALES,Country,F,8,"297,864","309,642","316,948","328,817","336,113","350,149","347,716","351,737","356,315","356,880","346,662","343,413"
K04000001,ENGLAND AND WALES,Country,F,9,"292,669","299,759","311,700","318,821","329,410","336,927","350,974","348,462","352,356","356,636","357,208","351,958"
K04000001,ENGLAND AND WALES,Country,F,10,"301,342","294,512","301,777","313,803","320,671","330,013","337,395","351,696","349,275","352,725","357,435","362,189"
K04000001,ENGLAND AND WALES,Country,F,11,"308,567","302,210","296,488","303,810","315,778","322,512","330,394","337,837","352,649","349,819","353,702","361,936"
K04000001,ENGLAND AND WALES,Country,F,12,"318,436","309,229","303,216","298,578","305,891","317,892","324,247","330,808","338,568","353,442","350,971","357,939"
K04000001,ENGLAND AND WALES,Country,F,13,"322,702","319,028","309,997","304,411","300,718","308,116","319,964","326,003","331,354","339,048","354,742","355,030"
K04000001,ENGLAND AND WALES,Country,F,14,"332,026","323,148","319,954","311,132","305,855","303,237","310,434","322,307","327,973","332,067","340,377","358,861"
K04000001,ENGLAND AND WALES,Country,F,15,"330,039","332,537","323,894","321,171","312,514","307,648","305,773","313,049","324,806","330,027","333,354","344,144"
K04000001,ENGLAND AND WALES,Country,F,16,"331,588","330,341","333,557","325,320","322,970","314,633","309,747","308,988","316,007","326,873","332,194","337,259"
K04000001,ENGLAND AND WALES,Country,F,17,"343,404","333,215","331,875","335,947","327,989","326,367","317,617","313,291","313,177","319,200","330,269","336,425"
K04000001,ENGLAND AND WALES,Country,F,18,"348,008","347,130","337,742","336,328","341,369","334,459","332,263","323,677","320,330","320,540","326,993","337,807"
K04000001,ENGLAND AND WALES,Country,F,19,"366,756","355,448","355,644","347,232","345,640","352,477","344,377","343,059","334,822","332,975","334,516","336,652"
